dish_id,restaurant_id,name,description,category,price,currency,ingredients,allergens,dietary_tags,spicy_level,calories,available
392,19,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with beef, parsley, lemon, cream and tomato. No declared allergens.",main,5.87,EUR,beef;parsley;lemon;cream;tomato,,,0,475,True
393,19,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with bell pepper, chocolate and onion. Contains allergens: sulphites. Spice level: 1/5.",starter,5.78,EUR,bell pepper;chocolate;onion,sulphites,,1,189,True
394,19,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with chocolate and tomato. Suitable for the following diets: kosher and vegan. Contains allergens: shellfish and tree nuts. Spice level: 2/5.",main,6.41,EUR,chocolate;tomato,shellfish;tree nuts,kosher;vegan,2,568,True
395,19,Chicken curry (chef's special),"Chicken curry (chef's special) is a main dish, made mainly with rice, cheese and seafood. Contains allergens: tree nuts.",main,6.95,EUR,rice;cheese;seafood,tree nuts,,0,439,True
396,19,Soup of the day,"Soup of the day is a starter dish, made mainly with sugar and milk. Suitable for the following diets: vegetarian. Contains allergens: milk.",starter,6.42,EUR,sugar;milk,milk,vegetarian,0,323,True
397,19,Fresh juice,"Fresh juice is a drink dish, made mainly with basic amenities. Contains allergens: peanuts and sesame. Spice level: 1/5.",drink,2.16,EUR,,peanuts;sesame,,1,44,True
398,19,House burger,"House burger is a main dish, made mainly with bell pepper, tomato, almond, chicken and parsley. Contains allergens: celery. Spice level: 3/5.",main,8.72,EUR,bell pepper;tomato;almond;chicken;parsley,celery,,3,792,True
399,19,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. No declared allergens.",drink,1.99,EUR,,,,0,135,True
400,19,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with almond, paprika and mushrooms. No declared allergens. Spice level: 3/5.",starter,5.07,EUR,almond;paprika;mushrooms,,,3,291,False
401,19,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with almond, chocolate, mushrooms and egg. No declared allergens.",dessert,6.52,EUR,almond;chocolate;mushrooms;egg,,,0,380,True
402,19,Fresh juice (traditional),"Fresh juice (traditional) is a drink dish, made mainly with basic amenities. Contains allergens: sesame, mustard and molluscs.",drink,1.84,EUR,,sesame;mustard;molluscs,,0,69,True
403,19,Homemade croquettes (traditional),"Homemade croquettes (traditional) is a starter dish, made mainly with almond, chicken, mushrooms, white fish and cream. No declared allergens.",starter,6.3,EUR,almond;chicken;mushrooms;white fish;cream,,,0,263,True
404,19,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with olive oil and paprika. No declared allergens. Spice level: 1/5.",main,9.58,EUR,olive oil;paprika,,,1,774,True
405,19,Confit cod,"Confit cod is a main dish, made mainly with egg, olive oil, beef, parsley, spinach and milk. No declared allergens. Spice level: 1/5.",main,10.26,EUR,egg;olive oil;beef;parsley;spinach;milk,,,1,705,True
406,19,Fresh pasta with wild mushrooms (chef's special),"Fresh pasta with wild mushrooms (chef's special) is a main dish, made mainly with cream and rice. No declared allergens.",main,8.07,EUR,cream;rice,,,0,505,True
407,19,Chicken curry (traditional),"Chicken curry (traditional) is a main dish, made mainly with chocolate, potato, tomato, olive oil, parsley and spinach. Contains allergens: shellfish and fish.",main,12.07,EUR,chocolate;potato;tomato;olive oil;parsley;spinach,shellfish;fish,,0,567,True
408,19,Homemade croquettes (house style),"Homemade croquettes (house style) is a starter dish, made mainly with chicken, lemon, bell pepper, onion and olive oil. No declared allergens.",starter,6.12,EUR,chicken;lemon;bell pepper;onion;olive oil,,,0,291,True
409,19,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. Suitable for the following diets: vegan. No declared allergens.",drink,1.17,EUR,,,vegan,0,145,True
410,19,Soup of the day (house style),"Soup of the day (house style) is a starter dish, made mainly with egg and chicken. Suitable for the following diets: halal and kosher. No declared allergens. Spice level: 3/5.",starter,5.21,EUR,egg;chicken,,halal;kosher,3,278,True
411,19,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with milk, potato, lemon and mushrooms. Suitable for the following diets: lactose_free. No declared allergens.",small plate,4.44,EUR,milk;potato;lemon;mushrooms,,lactose_free,0,134,True
412,19,Confit cod (traditional),"Confit cod (traditional) is a main dish, made mainly with rice and cheese. Contains allergens: egg, mustard and lupin.",main,5.41,EUR,rice;cheese,egg;mustard;lupin,,0,473,True
413,20,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with cheese, parsley, spinach, chocolate and sugar. No declared allergens.",small plate,2.02,EUR,cheese;parsley;spinach;chocolate;sugar,,,0,203,True
414,20,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with mushrooms, garlic and white fish. Suitable for the following diets: halal. No declared allergens.",main,10.03,EUR,mushrooms;garlic;white fish,,halal,0,707,True
415,20,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with flour and bell pepper. Suitable for the following diets: kosher and halal. No declared allergens.",main,10.9,EUR,flour;bell pepper,,kosher;halal,0,659,True
416,20,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with onion and almond. No declared allergens. Spice level: 1/5.",small plate,2.11,EUR,onion;almond,,,1,252,True
417,20,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with garlic, almond, chocolate, rice, cream and olive oil. Contains allergens: gluten and molluscs. Spice level: 4/5.",starter,3.18,EUR,garlic;almond;chocolate;rice;cream;olive oil,gluten;molluscs,,4,278,True
418,20,Creamy seafood rice (signature),"Creamy seafood rice (signature) is a main dish, made mainly with almond, pork, beef and potato. Contains allergens: mustard.",main,9.18,EUR,almond;pork;beef;potato,mustard,,0,615,True
419,20,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with lemon, onion, white fish, cheese, cream and sugar. Suitable for the following diets: gluten_free and vegetarian. Contains allergens: gluten, lupin and mustard.",starter,6.77,EUR,lemon;onion;white fish;cheese;cream;sugar,gluten;lupin;mustard,gluten_free;vegetarian,0,236,True
420,20,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with cheese, spinach, olive oil, chicken and egg. Contains allergens: celery and shellfish.",main,8.35,EUR,cheese;spinach;olive oil;chicken;egg,celery;shellfish,,0,753,True
421,20,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with mushrooms and chocolate. Suitable for the following diets: halal and kosher. Contains allergens: gluten, milk and shellfish.",dessert,4.26,EUR,mushrooms;chocolate,gluten;milk;shellfish,halal;kosher,0,396,False
422,20,Garlic shrimp (house style),"Garlic shrimp (house style) is a small plate dish, made mainly with garlic, onion and beef. No declared allergens. Spice level: 2/5.",small plate,1.62,EUR,garlic;onion;beef,,,2,199,True
423,20,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with beef and parsley. No declared allergens. Spice level: 1/5.",small plate,3.98,EUR,beef;parsley,,,1,146,True
424,20,Fresh pasta with wild mushrooms (chef's special),"Fresh pasta with wild mushrooms (chef's special) is a main dish, made mainly with flour, parsley and garlic. Contains allergens: fish.",main,8.33,EUR,flour;parsley;garlic,fish,,0,498,True
425,20,Chicken curry,"Chicken curry is a main dish, made mainly with pork, potato, tomato, chicken and egg. Suitable for the following diets: kosher and halal. No declared allergens.",main,10.77,EUR,pork;potato;tomato;chicken;egg,,kosher;halal,0,844,True
426,20,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with potato, seafood, almond, pork and onion. Contains allergens: sulphites.",main,9.73,EUR,potato;seafood;almond;pork;onion,sulphites,,0,557,True
427,20,Grilled sirloin steak (chef's special),"Grilled sirloin steak (chef's special) is a main dish, made mainly with pork, flour, spinach and tomato. No declared allergens.",main,7.52,EUR,pork;flour;spinach;tomato,,,0,740,True
428,20,Oven-baked sea bass (traditional),"Oven-baked sea bass (traditional) is a main dish, made mainly with lemon, chocolate, onion, paprika and white fish. No declared allergens.",main,6.37,EUR,lemon;chocolate;onion;paprika;white fish,,,0,675,False
429,20,Cola,"Cola is a drink dish, made mainly with basic amenities. Suitable for the following diets: kosher. No declared allergens.",drink,2.4,EUR,,,kosher,0,97,True
430,20,Hummus with crudités (signature),"Hummus with crudités (signature) is a starter dish, made mainly with flour, milk, sugar, olive oil and mushrooms. Contains allergens: shellfish. Spice level: 1/5.",starter,2.31,EUR,flour;milk;sugar;olive oil;mushrooms,shellfish,,1,261,True
431,20,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with almond, flour, cream, white fish, cheese and olive oil. Contains allergens: molluscs, celery and sulphites. Spice level: 3/5.",main,10.32,EUR,almond;flour;cream;white fish;cheese;olive oil,molluscs;celery;sulphites,,3,730,True
432,20,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with olive oil, white fish, egg, almond, mushrooms and bell pepper. No declared allergens.",small plate,3.03,EUR,olive oil;white fish;egg;almond;mushrooms;bell pepper,,,0,183,True
433,20,Chicken curry (signature),"Chicken curry (signature) is a main dish, made mainly with sugar and egg. No declared allergens. Spice level: 1/5.",main,7.33,EUR,sugar;egg,,,1,517,True
434,21,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with flour and parsley. Suitable for the following diets: gluten_free and vegetarian. No declared allergens.",small plate,2.88,EUR,flour;parsley,,gluten_free;vegetarian,0,218,True
435,21,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with rice, potato, sugar, lemon and flour. Suitable for the following diets: lactose_free. Contains allergens: tree nuts.",main,6.12,EUR,rice;potato;sugar;lemon;flour,tree nuts,lactose_free,0,541,True
436,21,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with mushrooms, egg, onion, seafood, parsley and tomato. No declared allergens.",starter,5.78,EUR,mushrooms;egg;onion;seafood;parsley;tomato,,,0,217,True
437,21,Grilled sirloin steak (signature),"Grilled sirloin steak (signature) is a main dish, made mainly with egg, almond and tomato. No declared allergens. Spice level: 3/5.",main,8.66,EUR,egg;almond;tomato,,,3,592,True
438,21,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with almond and tomato. Contains allergens: egg, soy and sulphites. Spice level: 2/5.",small plate,1.72,EUR,almond;tomato,egg;soy;sulphites,,2,266,True
439,21,Grilled sirloin steak (chef's special),"Grilled sirloin steak (chef's special) is a main dish, made mainly with olive oil, cream, parsley, sugar, egg and mushrooms. No declared allergens. Spice level: 5/5.",main,7.73,EUR,olive oil;cream;parsley;sugar;egg;mushrooms,,,5,645,True
440,21,Grilled sirloin steak (house style),"Grilled sirloin steak (house style) is a main dish, made mainly with milk, rice, white fish, pork, chicken and cream. No declared allergens. Spice level: 1/5.",main,8.15,EUR,milk;rice;white fish;pork;chicken;cream,,,1,800,True
441,21,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with onion and olive oil. No declared allergens. Spice level: 1/5.",main,9.2,EUR,onion;olive oil,,,1,770,True
442,21,Beef carpaccio,"Beef carpaccio is a starter dish, made mainly with pork and spinach. No declared allergens.",starter,6.98,EUR,pork;spinach,,,0,247,True
443,21,Fresh juice,"Fresh juice is a drink dish, made mainly with basic amenities. No declared allergens. Spice level: 2/5.",drink,2.04,EUR,,,,2,24,True
444,21,Chicken curry,"Chicken curry is a main dish, made mainly with sugar, almond, paprika, chocolate, milk and garlic. Suitable for the following diets: gluten_free and halal. No declared allergens.",main,10.39,EUR,sugar;almond;paprika;chocolate;milk;garlic,,gluten_free;halal,0,493,False
445,21,Confit cod,"Confit cod is a main dish, made mainly with pork, spinach, lemon, rice, potato and paprika. Contains allergens: peanuts. Spice level: 2/5.",main,7.47,EUR,pork;spinach;lemon;rice;potato;paprika,peanuts,,2,608,True
446,21,Cheesecake,"Cheesecake is a dessert dish, made mainly with cream, bell pepper, cheese, parsley, olive oil and milk. No declared allergens.",dessert,2.7,EUR,cream;bell pepper;cheese;parsley;olive oil;milk,,,0,449,True
447,21,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. Contains allergens: soy. Spice level: 1/5.",drink,1.27,EUR,,soy,,1,83,False
448,21,Charcuterie board,"Charcuterie board is a starter dish, made mainly with pork and tomato. No declared allergens. Spice level: 3/5.",starter,5.86,EUR,pork;tomato,,,3,270,True
449,21,Homemade custard,"Homemade custard is a dessert dish, made mainly with mushrooms and bell pepper. Suitable for the following diets: gluten_free and vegan. Contains allergens: celery and sesame. Spice level: 2/5.",dessert,4.37,EUR,mushrooms;bell pepper,celery;sesame,gluten_free;vegan,2,312,True
450,21,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with mushrooms and cream. Suitable for the following diets: vegetarian and kosher. No declared allergens. Spice level: 2/5.",starter,5.98,EUR,mushrooms;cream,,vegetarian;kosher,2,232,False
451,21,Homemade croquettes (traditional),"Homemade croquettes (traditional) is a starter dish, made mainly with mushrooms, bell pepper, chicken, spinach and almond. Contains allergens: sesame and gluten. Spice level: 2/5.",starter,6.25,EUR,mushrooms;bell pepper;chicken;spinach;almond,sesame;gluten,,2,293,True
452,21,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with lemon, cheese, garlic, onion and olive oil. No declared allergens.",dessert,5.43,EUR,lemon;cheese;garlic;onion;olive oil,,,0,491,True
453,21,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with parsley, beef, garlic, pork, almond and lemon. Contains allergens: gluten and tree nuts.",main,10.35,EUR,parsley;beef;garlic;pork;almond;lemon,gluten;tree nuts,,0,593,True
454,21,House burger,"House burger is a main dish, made mainly with onion, sugar and seafood. Contains allergens: peanuts and gluten.",main,8.04,EUR,onion;sugar;seafood,peanuts;gluten,,0,549,True
455,21,Marinated anchovies,"Marinated anchovies is a small plate dish, made mainly with almond, egg, paprika, bell pepper and lemon. No declared allergens.",small plate,2.54,EUR,almond;egg;paprika;bell pepper;lemon,,,0,256,True
456,21,Spicy fried potatoes (house style),"Spicy fried potatoes (house style) is a small plate dish, made mainly with chocolate, lemon, garlic, beef, tomato and cheese. No declared allergens.",small plate,2.08,EUR,chocolate;lemon;garlic;beef;tomato;cheese,,,0,233,True
457,21,Homemade croquettes (house style),"Homemade croquettes (house style) is a starter dish, made mainly with seafood, cheese and olive oil. No declared allergens.",starter,4.81,EUR,seafood;cheese;olive oil,,,0,247,True
458,21,Homemade croquettes (chef's special),"Homemade croquettes (chef's special) is a starter dish, made mainly with flour, paprika and white fish. Contains allergens: celery, mustard and soy.",starter,6.9,EUR,flour;paprika;white fish,celery;mustard;soy,,0,304,True
459,21,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with sugar and potato. No declared allergens.",small plate,2.82,EUR,sugar;potato,,,0,238,True
460,21,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with chicken and milk. Contains allergens: lupin and egg.",main,7.51,EUR,chicken;milk,lupin;egg,,0,693,False
461,21,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with potato, garlic and tomato. No declared allergens. Spice level: 3/5.",small plate,3.3,EUR,potato;garlic;tomato,,,3,128,True
462,21,Chocolate lava cake,"Chocolate lava cake is a dessert dish, made mainly with egg, potato, spinach, mushrooms, white fish and cream. No declared allergens.",dessert,4.52,EUR,egg;potato;spinach;mushrooms;white fish;cream,,,0,409,True
463,22,Cola,"Cola is a drink dish, made mainly with basic amenities. No declared allergens.",drink,4.35,EUR,,,,0,90,True
464,22,Garden risotto,"Garden risotto is a main dish, made mainly with cream and chocolate. Contains allergens: milk, sesame and egg. Spice level: 1/5.",main,20.02,EUR,cream;chocolate,milk;sesame;egg,,1,409,True
465,22,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with seafood and almond. Contains allergens: egg.",main,30.77,EUR,seafood;almond,egg,,0,669,True
466,22,Soup of the day,"Soup of the day is a starter dish, made mainly with tomato, almond, white fish and mushrooms. No declared allergens. Spice level: 1/5.",starter,15.74,EUR,tomato;almond;white fish;mushrooms,,,1,226,True
467,22,Chocolate lava cake,"Chocolate lava cake is a dessert dish, made mainly with spinach and bell pepper. Contains allergens: tree nuts, molluscs and mustard. Spice level: 1/5.",dessert,9.64,EUR,spinach;bell pepper,tree nuts;molluscs;mustard,,1,246,True
468,22,Seasonal fruit,"Seasonal fruit is a dessert dish, made mainly with mushrooms, tomato, potato and bell pepper. Suitable for the following diets: vegan. No declared allergens. Spice level: 4/5.",dessert,8.35,EUR,mushrooms;tomato;potato;bell pepper,,vegan,4,352,True
469,22,Chicken curry,"Chicken curry is a main dish, made mainly with pork, parsley, bell pepper, almond, lemon and white fish. No declared allergens. Spice level: 1/5.",main,20.63,EUR,pork;parsley;bell pepper;almond;lemon;white fish,,,1,698,True
470,22,Seasonal fruit (chef's special),"Seasonal fruit (chef's special) is a dessert dish, made mainly with chocolate and parsley. Contains allergens: fish and shellfish.",dessert,9.34,EUR,chocolate;parsley,fish;shellfish,,0,330,True
471,22,Cheesecake,"Cheesecake is a dessert dish, made mainly with milk, beef, cheese, garlic, lemon and paprika. No declared allergens.",dessert,9.84,EUR,milk;beef;cheese;garlic;lemon;paprika,,,0,297,True
472,22,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with flour, cream, chocolate, bell pepper and white fish. Contains allergens: tree nuts.",small plate,6.88,EUR,flour;cream;chocolate;bell pepper;white fish,tree nuts,,0,173,True
473,22,Oven-baked sea bass (house style),"Oven-baked sea bass (house style) is a main dish, made mainly with onion, chocolate, beef and tomato. No declared allergens. Spice level: 2/5.",main,20.57,EUR,onion;chocolate;beef;tomato,,,2,495,True
474,22,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with paprika and olive oil. Contains allergens: molluscs. Spice level: 2/5.",main,29.13,EUR,paprika;olive oil,molluscs,,2,641,True
475,22,House burger,"House burger is a main dish, made mainly with bell pepper, seafood and lemon. Contains allergens: sesame. Spice level: 1/5.",main,27.15,EUR,bell pepper;seafood;lemon,sesame,,1,634,True
476,22,Cola (house style),"Cola (house style) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,2.68,EUR,,,,0,183,True
477,22,Confit cod,"Confit cod is a main dish, made mainly with potato, white fish, cheese, spinach and chicken. Suitable for the following diets: halal and gluten_free. No declared allergens.",main,27.62,EUR,potato;white fish;cheese;spinach;chicken,,halal;gluten_free,0,839,True
478,22,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. Contains allergens: celery, peanuts and milk. Spice level: 1/5.",drink,2.81,EUR,,celery;peanuts;milk,,1,158,True
479,22,Homemade custard,"Homemade custard is a dessert dish, made mainly with tomato, rice and pork. Suitable for the following diets: halal and kosher. No declared allergens.",dessert,9.17,EUR,tomato;rice;pork,,halal;kosher,0,471,True
480,22,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with chocolate, white fish, spinach, chicken, beef and onion. Contains allergens: shellfish and milk.",starter,7.23,EUR,chocolate;white fish;spinach;chicken;beef;onion,shellfish;milk,,0,207,True
481,22,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with seafood, lemon and rice. No declared allergens. Spice level: 2/5.",starter,13.77,EUR,seafood;lemon;rice,,,2,214,True
482,22,Spicy fried potatoes,"Spicy fried potatoes is a small plate dish, made mainly with lemon and beef. Suitable for the following diets: vegan and gluten_free. No declared allergens. Spice level: 4/5.",small plate,7.83,EUR,lemon;beef,,vegan;gluten_free,4,204,True
483,22,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with flour, cream, mushrooms, onion, lemon and bell pepper. Suitable for the following diets: vegetarian. No declared allergens.",main,22.71,EUR,flour;cream;mushrooms;onion;lemon;bell pepper,,vegetarian,0,491,True
484,22,Oven-baked sea bass (traditional),"Oven-baked sea bass (traditional) is a main dish, made mainly with almond, egg, sugar, onion, white fish and spinach. Contains allergens: celery, tree nuts and peanuts.",main,23.43,EUR,almond;egg;sugar;onion;white fish;spinach,celery;tree nuts;peanuts,,0,609,False
485,22,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with parsley, white fish, spinach, egg, seafood and sugar. No declared allergens.",small plate,6.28,EUR,parsley;white fish;spinach;egg;seafood;sugar,,,0,157,True
486,22,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with white fish, tomato, bell pepper, onion and pork. Contains allergens: mustard.",starter,12.97,EUR,white fish;tomato;bell pepper;onion;pork,mustard,,0,276,True
487,22,Spicy fried potatoes (traditional),"Spicy fried potatoes (traditional) is a small plate dish, made mainly with garlic, rice, tomato and white fish. No declared allergens. Spice level: 1/5.",small plate,7.79,EUR,garlic;rice;tomato;white fish,,,1,127,True
488,22,Chicken curry (signature),"Chicken curry (signature) is a main dish, made mainly with lemon, cheese, sugar, spinach, almond and cream. Contains allergens: milk. Spice level: 1/5.",main,27.68,EUR,lemon;cheese;sugar;spinach;almond;cream,milk,,1,761,True
489,23,Oven-baked sea bass,"Oven-baked sea bass is a main dish, made mainly with pork, rice, garlic and flour. Contains allergens: sulphites. Spice level: 2/5.",main,9.18,EUR,pork;rice;garlic;flour,sulphites,,2,643,True
490,23,Oven-baked sea bass (traditional),"Oven-baked sea bass (traditional) is a main dish, made mainly with garlic, onion, cheese, tomato, almond and flour. Suitable for the following diets: lactose_free and gluten_free. Contains allergens: tree nuts and fish.",main,7.7,EUR,garlic;onion;cheese;tomato;almond;flour,tree nuts;fish,lactose_free;gluten_free,0,722,True
491,23,Soup of the day,"Soup of the day is a starter dish, made mainly with potato, seafood and cream. Contains allergens: sulphites and soy.",starter,6.46,EUR,potato;seafood;cream,sulphites;soy,,0,269,True
492,23,Homemade croquettes,"Homemade croquettes is a starter dish, made mainly with garlic, flour, paprika, milk, cheese and mushrooms. No declared allergens.",starter,5.65,EUR,garlic;flour;paprika;milk;cheese;mushrooms,,,0,272,True
493,23,Creamy seafood rice,"Creamy seafood rice is a main dish, made mainly with paprika, rice, milk, chocolate and sugar. Contains allergens: lupin.",main,10.96,EUR,paprika;rice;milk;chocolate;sugar,lupin,,0,727,True
494,23,Cream mille-feuille,"Cream mille-feuille is a dessert dish, made mainly with potato, olive oil, sugar, egg and white fish. No declared allergens. Spice level: 1/5.",dessert,5.16,EUR,potato;olive oil;sugar;egg;white fish,,,1,385,True
495,23,Hummus with crudités,"Hummus with crudités is a starter dish, made mainly with chocolate, chicken, spinach and mushrooms. Suitable for the following diets: kosher and lactose_free. Contains allergens: peanuts and milk. Spice level: 1/5.",starter,6.89,EUR,chocolate;chicken;spinach;mushrooms,peanuts;milk,kosher;lactose_free,1,276,True
496,23,Grilled sirloin steak,"Grilled sirloin steak is a main dish, made mainly with white fish, beef, sugar, spinach, cream and lemon. Suitable for the following diets: halal. No declared allergens. Spice level: 2/5.",main,8.05,EUR,white fish;beef;sugar;spinach;cream;lemon,,halal,2,736,True
497,23,Warm mixed salad,"Warm mixed salad is a starter dish, made mainly with onion, white fish and chicken. No declared allergens. Spice level: 2/5.",starter,3.76,EUR,onion;white fish;chicken,,,2,317,True
498,23,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. Suitable for the following diets: vegan and vegetarian. Contains allergens: fish. Spice level: 2/5.",drink,1.49,EUR,,fish,vegan;vegetarian,2,32,True
499,23,Oven-baked sea bass (signature),"Oven-baked sea bass (signature) is a main dish, made mainly with lemon, paprika, milk, flour and spinach. Contains allergens: sulphites. Spice level: 1/5.",main,11.13,EUR,lemon;paprika;milk;flour;spinach,sulphites,,1,546,True
500,23,Artisan ice cream,"Artisan ice cream is a dessert dish, made mainly with almond and onion. Contains allergens: peanuts and shellfish. Spice level: 1/5.",dessert,4.86,EUR,almond;onion,peanuts;shellfish,,1,443,True
501,23,Warm mixed salad (traditional),"Warm mixed salad (traditional) is a starter dish, made mainly with rice, sugar and spinach. No declared allergens.",starter,2.29,EUR,rice;sugar;spinach,,,0,289,True
502,23,Craft beer,"Craft beer is a drink dish, made mainly with basic amenities. No declared allergens.",drink,2.63,EUR,,,,0,124,True
503,23,Grilled sirloin steak (signature),"Grilled sirloin steak (signature) is a main dish, made mainly with tomato, spinach and egg. Suitable for the following diets: halal and lactose_free. No declared allergens.",main,10.53,EUR,tomato;spinach;egg,,halal;lactose_free,0,719,True
504,23,Homemade croquettes (house style),"Homemade croquettes (house style) is a starter dish, made mainly with olive oil, paprika and chocolate. No declared allergens. Spice level: 2/5.",starter,4.83,EUR,olive oil;paprika;chocolate,,,2,266,True
505,23,Cheesecake,"Cheesecake is a dessert dish, made mainly with cheese and olive oil. Suitable for the following diets: vegan and lactose_free. Contains allergens: gluten.",dessert,4.38,EUR,cheese;olive oil,gluten,vegan;lactose_free,0,296,True
506,23,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with lemon, sugar and rice. Contains allergens: milk.",main,11.75,EUR,lemon;sugar;rice,milk,,0,728,True
507,23,Homemade custard,"Homemade custard is a dessert dish, made mainly with olive oil, bell pepper, pork, potato, almond and garlic. Contains allergens: sesame, celery and fish. Spice level: 2/5.",dessert,4.05,EUR,olive oil;bell pepper;pork;potato;almond;garlic,sesame;celery;fish,,2,306,True
508,23,Artisan ice cream (house style),"Artisan ice cream (house style) is a dessert dish, made mainly with spinach and rice. No declared allergens. Spice level: 4/5.",dessert,3.59,EUR,spinach;rice,,,4,345,True
509,23,Specialty coffee,"Specialty coffee is a drink dish, made mainly with basic amenities. No declared allergens.",drink,3.39,EUR,,,,0,111,True
510,23,Cheesecake (house style),"Cheesecake (house style) is a dessert dish, made mainly with rice, egg, seafood and mushrooms. Contains allergens: milk and peanuts.",dessert,4.49,EUR,rice;egg;seafood;mushrooms,milk;peanuts,,0,366,True
511,23,Creamy seafood rice (house style),"Creamy seafood rice (house style) is a main dish, made mainly with egg and olive oil. Suitable for the following diets: gluten_free. Contains allergens: tree nuts.",main,15.0,EUR,egg;olive oil,tree nuts,gluten_free,0,711,True
512,24,Cured ham,"Cured ham is a small plate dish, made mainly with spinach, tomato, egg, chicken and bell pepper. Contains allergens: celery and sesame.",small plate,3.48,EUR,spinach;tomato;egg;chicken;bell pepper,celery;sesame,,0,148,True
513,24,Spanish-style omelette,"Spanish-style omelette is a small plate dish, made mainly with chicken and chocolate. No declared allergens.",small plate,4.79,EUR,chicken;chocolate,,,0,247,True
514,24,Garlic shrimp,"Garlic shrimp is a small plate dish, made mainly with seafood, egg, pork, lemon and garlic. Contains allergens: soy and peanuts.",small plate,3.08,EUR,seafood;egg;pork;lemon;garlic,soy;peanuts,,0,201,True
515,24,House wine (glass),"House wine (glass) is a drink dish, made mainly with basic amenities. Suitable for the following diets: vegan and kosher. No declared allergens. Spice level: 2/5.",drink,2.69,EUR,,,vegan;kosher,2,95,True
516,24,Cured ham (signature),"Cured ham (signature) is a small plate dish, made mainly with olive oil, milk and cheese. No declared allergens.",small plate,2.98,EUR,olive oil;milk;cheese,,,0,208,True
517,24,House wine (glass) (chef's special),"House wine (glass) (chef's special) is a drink dish, made mainly with basic amenities. No declared allergens.",drink,2.03,EUR,,,,0,99,True
518,24,House burger,"House burger is a main dish, made mainly with olive oil, chicken, onion, milk and chocolate. No declared allergens. Spice level: 2/5.",main,9.59,EUR,olive oil;chicken;onion;milk;chocolate,,,2,572,False
519,24,Fresh pasta with wild mushrooms,"Fresh pasta with wild mushrooms is a main dish, made mainly with potato, olive oil, chocolate, rice and tomato. Contains allergens: fish, soy and celery. Spice level: 1/5.",main,14.15,EUR,potato;olive oil;chocolate;rice;tomato,fish;soy;celery,,1,466,True
520,24,Fresh pasta with wild mushrooms (signature),"Fresh pasta with wild mushrooms (signature) is a main dish, made mainly with white fish and rice. No declared allergens. Spice level: 2/5.",main,10.02,EUR,white fish;rice,,,2,593,True
521,24,Grilled peppers,"Grilled peppers is a small plate dish, made mainly with cheese, egg, bell pepper, garlic and seafood. Suitable for the following diets: vegan. Contains allergens: lupin.",small plate,2.71,EUR,cheese;egg;bell pepper;garlic;seafood,lupin,vegan,0,250,True
